Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,251,France,FRA,72,Iron and steel,1,No Quantity,,,12154989,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,276,Germany,DEU,72,Iron and steel,1,No Quantity,,,39718740,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,276,Germany,DEU,72,Iron and steel,1,No Quantity,,,14789606,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,300,Greece,GRC,72,Iron and steel,1,No Quantity,,,2761,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,320,Guatemala,GTM,72,Iron and steel,1,No Quantity,,,99863,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,332,Haiti,HTI,72,Iron and steel,1,No Quantity,,,26689,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,340,Honduras,HND,72,Iron and steel,1,No Quantity,,,10925783,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,344,"China, Hong Kong SAR",HKG,72,Iron and steel,1,No Quantity,,,108065,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,381,Italy,ITA,72,Iron and steel,1,No Quantity,,,25774260,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,381,Italy,ITA,72,Iron and steel,1,No Quantity,,,60685119,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,392,Japan,JPN,72,Iron and steel,1,No Quantity,,,758215,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,410,Rep. of Korea,KOR,72,Iron and steel,1,No Quantity,,,48952891,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,442,Luxembourg,LUX,72,Iron and steel,1,No Quantity,,,1788426,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,458,Malaysia,MYS,72,Iron and steel,1,No Quantity,,,800,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,484,Mexico,MEX,72,Iron and steel,1,No Quantity,,,17046420,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,484,Mexico,MEX,72,Iron and steel,1,No Quantity,,,58028178,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,490,"Other Asia, nes",,72,Iron and steel,1,No Quantity,,,2616713,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,528,Netherlands,NLD,72,Iron and steel,1,No Quantity,,,57581247,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,528,Netherlands,NLD,72,Iron and steel,1,No Quantity,,,25326547,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,531,Curaçao,CUW,72,Iron and steel,1,No Quantity,,,32518,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,533,Aruba,ABW,72,Iron and steel,1,No Quantity,,,6982,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,570,Niue,NIU,72,Iron and steel,1,No Quantity,,,2143,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,579,Norway,NOR,72,Iron and steel,1,No Quantity,,,3873,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,591,Panama,PAN,72,Iron and steel,1,No Quantity,,,5318017,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,604,Peru,PER,72,Iron and steel,1,No Quantity,,,7446568,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,616,Poland,POL,72,Iron and steel,1,No Quantity,,,322367,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,620,Portugal,PRT,72,Iron and steel,1,No Quantity,,,567286,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,620,Portugal,PRT,72,Iron and steel,1,No Quantity,,,501188,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,643,Russian Federation,RUS,72,Iron and steel,1,No Quantity,,,206838,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,670,Saint Vincent and the Grenadines,VCT,72,Iron and steel,1,No Quantity,,,4179,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,699,India,IND,72,Iron and steel,1,No Quantity,,,18223467,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,703,Slovakia,SVK,72,Iron and steel,1,No Quantity,,,6,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,710,South Africa,ZAF,72,Iron and steel,1,No Quantity,,,7403378,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,724,Spain,ESP,72,Iron and steel,1,No Quantity,,,77427200,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,724,Spain,ESP,72,Iron and steel,1,No Quantity,,,23043536,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,740,Suriname,SUR,72,Iron and steel,1,No Quantity,,,11721,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,752,Sweden,SWE,72,Iron and steel,1,No Quantity,,,249518,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,757,Switzerland,CHE,72,Iron and steel,1,No Quantity,,,1595929,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,780,Trinidad and Tobago,TTO,72,Iron and steel,1,No Quantity,,,9272598,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,792,Turkey,TUR,72,Iron and steel,1,No Quantity,,,5659588,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,804,Ukraine,UKR,72,Iron and steel,1,No Quantity,,,6645388,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,818,Egypt,EGY,72,Iron and steel,1,No Quantity,,,8169313,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,818,Egypt,EGY,72,Iron and steel,1,No Quantity,,,20862591,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,826,United Kingdom,GBR,72,Iron and steel,1,No Quantity,,,3849954,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,72,Iron and steel,1,No Quantity,,,287837174,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,72,Iron and steel,1,No Quantity,,,145671531,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,858,Uruguay,URY,72,Iron and steel,1,No Quantity,,,593,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,899,"Areas, nes",,72,Iron and steel,1,No Quantity,,,240,0
