Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,45,Cork and articles of cork,1,No Quantity,,,355046,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,46,"Manufactures of straw, of esparto or of other plaiting materials",1,No Quantity,,,226775,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,47,Pulp of wood or of other fibrous cellulose material,1,No Quantity,,,45818880,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",1,No Quantity,,,133011001,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",1,No Quantity,,,49313,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,49,"Printed books, newspapers, pictures and other products of the printing indu ...",1,No Quantity,,,31917132,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,50,Silk,1,No Quantity,,,17139,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1,No Quantity,,,38688,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,52,Cotton,1,No Quantity,,,24186262,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,53,Other vegetable textile fibers; paper yarn and woven fabric of paper yarn,1,No Quantity,,,103122,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,54,Man-made filaments,1,No Quantity,,,4595959,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,55,Man-made staple fibers,1,No Quantity,,,9169217,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,56,"Wadding, felt and non-wovens; special yarns, twine, cordage, ropes and cabl ...",1,No Quantity,,,8201883,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,57,Carpets and other textile floor coverings,1,No Quantity,,,2789454,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,58,"Special woven fabrics; tufted textile fabrics; lace, tapestries; trimmings; ...",1,No Quantity,,,1820103,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,59,"Impregnated, coated, covered or laminated textile fabrics",1,No Quantity,,,21167751,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,60,Knitted or crocheted fabrics,1,No Quantity,,,88198,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,61,"Articles of apparel and clothing accessories, knitted or crocheted",1,No Quantity,,,28236403,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,62,"Articles of apparel and clothing accessories, not knitted or crocheted",1,No Quantity,,,25453809,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,62,"Articles of apparel and clothing accessories, not knitted or crocheted",1,No Quantity,,,3069,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,63,Other made up textile articles; sets; worn clothing and worn textile articl ...,1,No Quantity,,,18320023,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,63,Other made up textile articles; sets; worn clothing and worn textile articl ...,1,No Quantity,,,3037,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,64,"Footwear, gaiters and the like; parts of such articles",1,No Quantity,,,15925019,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,65,Headgear and parts thereof,1,No Quantity,,,3938834,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,66,"Umbrellas, sun umbrellas, walking sticks, seat sticks, whips, riding-crops",1,No Quantity,,,684513,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,67,Prepared feathers and down and articles made of feathers or of down,1,No Quantity,,,1536821,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,67,Prepared feathers and down and articles made of feathers or of down,1,No Quantity,,,458,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",1,No Quantity,,,20200564,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",1,No Quantity,,,3666,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,69,Ceramic products,1,No Quantity,,,10650496,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,70,Glass and glassware,1,No Quantity,,,22681262,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,71,"Natural or cultured pearls, precious or semi-precious stones",1,No Quantity,,,10172113,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,72,Iron and steel,1,No Quantity,,,287837174,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,72,Iron and steel,1,No Quantity,,,145671531,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,73,Articles of iron or steel,1,No Quantity,,,379650309,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,73,Articles of iron or steel,1,No Quantity,,,151713,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,74,Copper and articles thereof,1,No Quantity,,,14540608,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,75,Nickel and articles thereof,1,No Quantity,,,3534742,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,76,Aluminum and articles thereof,1,No Quantity,,,23752115,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,76,Aluminum and articles thereof,1,No Quantity,,,57801698,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,78,Lead and articles thereof,1,No Quantity,,,5313287,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,79,Zinc and articles thereof,1,No Quantity,,,1820540,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,80,Tin and articles thereof,1,No Quantity,,,617839,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,81,Other base metals; cermets; articles thereof,1,No Quantity,,,5579324,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,82,"Tools, implements, cutlery, spoons and forks, of base metal",1,No Quantity,,,98513006,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,82,"Tools, implements, cutlery, spoons and forks, of base metal",1,No Quantity,,,505,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,83,Miscellaneous articles of base metal,1,No Quantity,,,79179878,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,84,Machinery and mechanical appliances; parts thereof,1,No Quantity,,,4121387855,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,84,Machinery and mechanical appliances; parts thereof,1,No Quantity,,,1500601,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,85,Electrical machinery and equipment and parts thereof; sound recorders and r ...,1,No Quantity,,,2273244860,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,85,Electrical machinery and equipment and parts thereof; sound recorders and r ...,1,No Quantity,,,499232,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,86,"Railway or tramway locomotives, rolling-stock and parts thereof",1,No Quantity,,,9134038,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,87,Vehicles other than railway or tramway rolling stock,1,No Quantity,,,416539790,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,87,Vehicles other than railway or tramway rolling stock,1,No Quantity,,,86197,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,88,"Aircraft, spacecraft, and parts thereof",1,No Quantity,,,35722450,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,88,"Aircraft, spacecraft, and parts thereof",1,No Quantity,,,708492,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,89,"Ships, boats and floating structures",1,No Quantity,,,83810344,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,89,"Ships, boats and floating structures",1,No Quantity,,,27723,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",1,No Quantity,,,1035814192,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",1,No Quantity,,,772876,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,91,Clocks and watches and parts thereof,1,No Quantity,,,18556220,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,91,Clocks and watches and parts thereof,1,No Quantity,,,200,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,92,Musical instruments; parts and accessories of such articles,1,No Quantity,,,4929973,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,93,Arms and ammunition; parts and accessories thereof,1,No Quantity,,,64814,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,94,"Furniture; bedding, mattresses, cushions and similar stuffed furnishing",1,No Quantity,,,139141351,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,95,"Toys, games and sports requisites; parts and accessories thereof",1,No Quantity,,,46238451,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,95,"Toys, games and sports requisites; parts and accessories thereof",1,No Quantity,,,6575,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,96,Miscellaneous manufactured articles,1,No Quantity,,,26949579,0
H2,2012,2012,2012,2,0,2,Export,862,Venezuela,VEN,842,USA,USA,96,Miscellaneous manufactured articles,1,No Quantity,,,893,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,97,"Works of art, collectors' pieces and antiques",1,No Quantity,,,698011,0
H2,2012,2012,2012,2,0,1,Import,862,Venezuela,VEN,842,USA,USA,99,Commodities not specified according to kind,1,No Quantity,,,699816676,0
